Ministry,Request #,Applicant,Description,End Date,Disposition,Publication Status,Reason
Transportation and Infrastructure,TRA-2012-00076,Business,"Referral letter to subdivision application # 2007-00009., which was sent from the Lake Country District to the Ministry of Transportation in May 2007, the response would be roughly June /July 2007 (check e-mail from Bob Pratt referring to notification of highway relocation to the District of Lake Country) from the Ministry of Transport including the new Highway Relocation Plan (which would have been an attachment to one of those letters mentioned within the original request).", 09-May-2012,Full Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2012-00081,Individual,"All records related to a subdivision that created Plan 40774, Nelson District, 5648 Island Hwy, Union Bay and regarding the drainage culvert installation to manhole culvert install to this lot; Any documents and all files pertaining to the application for Statutory ROW regarding this culvert and the access permit.", 03-May-2012,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2012-00084,Media,"Any and all records related to the Johnson Street Bridge in Victoria also known as the Blue Bridge including briefing notes, decision notes, letters, faxes, powerpoint presentations, third-party correspondence and emails. Timeframe is January 2010 to [March 21, 2012].", 22-Jun-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00089,Individual,"All records between the Ministry of Transportation and [Named Individual] regarding the land which was acquired by the Ministry for highway building purposes, in the district of Kent BC, and gazetted in 1962.", 22-May-2012,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2012-00105,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 28-Jun-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00107,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 16-May-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00108,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 19-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00109,Political Party,"The Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 19-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00128,Media,"All records between the Transportation Minister's Office, the Ministry of Transportation, the Premier's Office, Government Communications and Public Engagement, the TransLink Commission office, and TransLink itself regarding the TransLink Efficiency Review released April 11, 2012 including information regarding the consulting firm conducting the review, communications regarding the Review from the Minister of Transportation and the Premier and related material.", 22-Aug-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00133,Individual,Records pertaining to roads across Neskonlith IR 1., 31-Aug-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00150,Individual,"All Environmental Site Assessments done with regards to Evergreen Line purchasing 504 Clarke Road, Coquitlam, BC V3J 3X2", 26-Jun-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00152,Individual,Full file documents for Chaudhry Waheed Passenger Transportation License number 71782 and Randhawa Sukhdev Passenger Transportation License number 71750., 03-Aug-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00153,Law Firm," Any and all documents with respect to any proposal for the subdivision of any portion of the lands legally described as Lots 8645 and 8646, Cariboo District Plan 34554, for the period from 2000 to 2008 inclusive.", 11-Sep-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00159,Media,"All Briefing Notes to the Minister prepared between January 1, 2012 and May 18, 2012.", 19-Oct-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00175,Individual,"All documents and correspondence relating to the culvert through 5648 Island Hwy South, Union Bay BC, Legal Description Lot A Plan 40774.", 19-Jul-2012,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2012-00177,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframes October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 12-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00178,Political Party,"The Deputy Minister's Outlook calendar for the timeframes October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012", 11-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00179,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframes of October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 11-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00182,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe of October 1, 2011 to October 31, 2011 and April 1, 2012 - May 31, 2012.", 24-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00183,Interest Group,"All records, except those archaeological in nature that come within the Heritage Conservation Act, concerning tidal foreshore fronting Indian reserves from earliest times to 1930 in the Cowichan Bay, Saanich Inlet, Saanich Peninsula, Gulf Islands and Burrard Inlet areas.", 22-Aug-2012,Partial Disclosure,Do Not Publish,First Nations Information
Transportation and Infrastructure,TRA-2012-00190,Interest Group,A full review and disclosure of 391 [provided] pages containing information redacted as out of scope under previous request TRA-09-005., 04-Sep-2012,Partial Disclosure,Do Not Publish,First Nations Information
Transportation and Infrastructure,TRA-2012-00193,Business,"Maintenance and investigation records from the Ministry of Transportation and Infrastructure and Capilano Miller Maintenance Corporation regarding a collision event that took place on Highway 99 approximately 300 meters south of the intersection of Highway 99 and Alpha Lake Road in Whistler BC on January 28, 2012.", 31-Jul-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00199,Law Firm,"The speed limit on the roads Lougheed Highway and Haig Street in Mission BC on June 4, 2007 and what changes have been made to this intersection since June 4, 2007.", 30-Jul-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00200,Media,"Only those the records that contribute further to the public's understanding of the rationale for the Ministry's decision not to install suicide barriers on the Lions Gate and Iron Workers Memorial Bridges. Timeframe 2008 -  June 25, 2012.", 11-Sep-2012,Full Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00216,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 06-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00217,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 04-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00221,Political Party,"The Deputy Minister's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 04-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00222,Law Firm,"Regarding Project name Montrose Drainage and Project Number PS File 103202:  All correspondence, reports, memos, photographs, papers and notes in respect of the this PS File; All information and records regarding those flooding complaints received by the Ministry from land owners on the east side of Montrose Road and the Ministry's analysis and considered solutions to same.  Time period from January 1, 2011 to [July 26, 2012].", 24-Oct-2012,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2012-00223,Political Party,"The Assistant Deputy Ministers' Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 18-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00232,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe July 1, 2012 to July 31, 2012.", 10-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00233,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe July 1, 2012  to  July 31, 2012.", 06-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
