CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-02-15,300,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,1,2017-02-17
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-03-06,2500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-03-20,10000,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-03-24,3000,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,1,2017-03-23
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-03-31,150,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-04,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-04,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,1,2017-03-05
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-04,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-04,660,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-05,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-06,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-07,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-07,1000,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-18,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-19,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-20,1000,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-04-25,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-05-01,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-05-08,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-06-02,2000,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,1,2017-06-23
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-08-14,1200,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,1,2017-08-23
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-09-08,3000,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,1,2017-09-22
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-09-14,600,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,1,2017-09-15
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-09-14,900,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-09-14,1500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-09-25,1000,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,1,2017-09-10
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-09-25,1500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,1,2017-08-15
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-10-05,1000,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-10-13,500,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2017-11-09,100000,4,BRIAN COCHRANE,WAYNE MILLS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 882,2017-10-05,500,4,ADRIAN DAVID,COLLEEN WIENS,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-02-14,3000,4,TIM CHESTER,TIM DEVIVO,BC NDP,1,2017-03-23
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-03-22,2000,4,TIM CHESTER,TIM DEVIVO,BC NDP,1,2017-03-27
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-03-24,2000,4,TIM CHESTER,TIM DEVIVO,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-03-27,960,4,TIM CHESTER,TIM DEVIVO,BC NDP,1,2017-03-31
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-03-27,2000,4,TIM CHESTER,TIM DEVIVO,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-03-29,2000,4,TIM CHESTER,TIM DEVIVO,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-03-30,2000,4,TIM CHESTER,TIM DEVIVO,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-03-31,2000,4,TIM CHESTER,TIM DEVIVO,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-04-07,2000,4,TIM CHESTER,TIM DEVIVO,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-04-11,2000,4,TIM CHESTER,TIM DEVIVO,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-04-12,1200,4,TIM CHESTER,TIM DEVIVO,BC NDP,1,2017-03-30
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-04-13,2000,4,TIM CHESTER,TIM DEVIVO,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-04-25,2000,4,TIM CHESTER,TIM DEVIVO,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-05-01,1000,4,TIM CHESTER,TIM DEVIVO,BC NDP,1,2017-04-27
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-05-03,800,4,TIM CHESTER,TIM DEVIVO,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 963,2017-06-07,1000,4,TIM CHESTER,TIM DEVIVO,BC NDP,1,2017-06-23
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 38,2017-04-19,5000,4,DAVE HOLMES,PAT BYRNE,BC NDP,9,
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 38,2017-04-28,5000,4,DAVE HOLMES,PAT BYRNE,BC NDP,9,
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 38,2017-09-13,25000,4,DAVE HOLMES,PAT BYRNE,BC NDP,9,
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 38,2017-10-05,2500,4,DAVE HOLMES,PAT BYRNE,BC NDP,9,
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 38,2017-10-05,2500,4,DAVE HOLMES,PAT BYRNE,BC NDP,9,
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 38,2017-10-12,2500,4,DAVE HOLMES,PAT BYRNE,BC NDP,9,
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 38,2017-11-08,2500,4,DAVE HOLMES,PAT BYRNE,BC NDP,9,
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 38,2017-11-09,2500,4,DAVE HOLMES,PAT BYRNE,BC NDP,9,
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 38,2017-11-10,2500,4,DAVE HOLMES,PAT BYRNE,BC NDP,9,
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 38,2017-11-14,2500,4,DAVE HOLMES,PAT BYRNE,BC NDP,9,
INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES HAZARDOUS WASTE JOINT TRADE,2017-11-27,2500,4,PAT BYRNE,KELVIN CAMPBELL,BC NDP,9,
HOSPITAL EMPLOYEES STAFF UNION,2017-05-09,2047.28,4,JACKIE PAQUETTE,NINA DHILLON,BC NDP,9,
HOSPITAL EMPLOYEES STAFF UNION,2017-05-09,5941.95,4,JACKIE PAQUETTE,NINA DHILLON,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-02-23,1050,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-02-11
HOSPITAL EMPLOYEES UNION,2017-02-28,450,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-03-27,1185,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-03-23
HOSPITAL EMPLOYEES UNION,2017-04-03,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-05,120,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-05,2000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-05,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-06,600,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-03-27
HOSPITAL EMPLOYEES UNION,2017-04-10,2500,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-10,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-11,300,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-04-05
HOSPITAL EMPLOYEES UNION,2017-04-11,450,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-03-31
HOSPITAL EMPLOYEES UNION,2017-04-12,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-12,10000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-12,75000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-13,600,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-03-30
HOSPITAL EMPLOYEES UNION,2017-04-13,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-15,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-15,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-18,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1500,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1500,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1500,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1500,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1500,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,1500,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,2000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-19,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-20,650,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-04-12
HOSPITAL EMPLOYEES UNION,2017-04-20,2500,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-20,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-20,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-21,600,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-03-30
HOSPITAL EMPLOYEES UNION,2017-04-22,2000,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-03-27
HOSPITAL EMPLOYEES UNION,2017-04-24,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-24,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-25,5000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-26,2033.88,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-04-28,400,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-04-18
HOSPITAL EMPLOYEES UNION,2017-05-09,561.52,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-09,720,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-04-23
HOSPITAL EMPLOYEES UNION,2017-05-09,2761.08,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-09,2866.2,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-09,2932.84,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-09,2939,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-09,2939.06,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-09,3520.23,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-09,3613.8,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-09,3909.42,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-09,3928.02,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-09,34372.14,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-10,3256.83,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-05-12,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-04-29
HOSPITAL EMPLOYEES UNION,2017-05-17,500,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-04-28
HOSPITAL EMPLOYEES UNION,2017-05-18,140,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-06-29,1000,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-06-23
HOSPITAL EMPLOYEES UNION,2017-08-09,75000,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-08-15,400,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-07-22
HOSPITAL EMPLOYEES UNION,2017-08-31,450,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-09-01,1500,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-08-23
HOSPITAL EMPLOYEES UNION,2017-09-01,3500,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-09-19,750,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-09-10
HOSPITAL EMPLOYEES UNION,2017-09-25,900,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-08-15
HOSPITAL EMPLOYEES UNION,2017-09-27,80,4,VICTOR ELKINS,LISA CREMA,BC NDP,9,
HOSPITAL EMPLOYEES UNION,2017-10-10,300,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-08-19
HOSPITAL EMPLOYEES UNION,2017-10-24,300,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-10-13
HOSPITAL EMPLOYEES UNION,2017-10-27,400,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-10-21
HOSPITAL EMPLOYEES UNION,2017-10-27,500,4,VICTOR ELKINS,LISA CREMA,BC NDP,1,2017-10-21
HOSPITAL EMPLOYEES UNION KAMLOOPS THOMPSON,2017-04-18,500,4,CATHY HAMILTON,TALITA DEKKER,BC NDP,9,
HOSPITAL EMPLOYEES UNION LIONS GATE,2017-04-04,600,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,1,2017-04-05
HOSPITAL EMPLOYEES UNION LOCAL 2501,2017-03-29,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION LOCAL 2501,2017-03-29,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,1,2017-03-05
HOSPITAL EMPLOYEES UNION LOCAL 2501,2017-03-31,900,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,1,2017-03-05
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-04-25,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-04-25,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-04-25,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-04-25,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-04-25,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-04-25,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-04-25,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-04-25,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-04-25,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-04-28,1000,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PHSA AMALGAMATED,2017-05-15,500,4,VICTOR ELKINS,DONISA BERNARDO,BC NDP,9,
HOSPITAL EMPLOYEES UNION PRINCE GEORGE,2017-04-21,5000,4,LOIS DORAN,CLYTIE UMPHERVILLE,BC NDP,9,
HOSPITAL EMPLOYEES UNION PRINCE GEORGE,2017-04-25,5000,4,LOIS DORAN,CLYTIE UMPHERVILLE,BC NDP,9,
HOSPITAL EMPLOYEES UNION ROYAL JUBILEE LOCAL,2017-04-20,250,4,SANDRA GIESBRECHT ,JOHN HAZAKAMP ,BC NDP,9,
HOSPITAL EMPLOYEES UNION ROYAL JUBILEE LOCAL,2017-04-24,250,4,SANDRA GIESBRECHT ,JOHN HAZAKAMP ,BC NDP,9,
HOSPITAL EMPLOYEES UNION ROYAL JUBILEE LOCAL,2017-04-25,250,4,SANDRA GIESBRECHT ,JOHN HAZAKAMP ,BC NDP,9,
HOSPITAL EMPLOYEES UNION ROYAL JUBILEE LOCAL,2017-04-26,250,4,SANDRA GIESBRECHT ,JOHN HAZAKAMP ,BC NDP,9,
HOSPITAL EMPLOYEES UNION ROYAL JUBILEE LOCAL,2017-04-28,250,4,SANDRA GIESBRECHT ,JOHN HAZAKAMP ,BC NDP,9,
HOSPITAL EMPLOYEES UNION ROYAL JUBILEE LOCAL,2017-05-03,250,4,SANDRA GIESBRECHT ,JOHN HAZAKAMP ,BC NDP,9,
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 891,2017-02-27,5000,4,MITCH DAVIES,JANICE DEVRIES,BC NDP,1,2017-03-23
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 891,2017-04-21,750,4,MITCH DAVIES,JANICE DEVRIES,BC NDP,1,2017-03-03
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 891,2017-05-03,5000,4,MITCH DAVIES,JANICE DEVRIES,BC NDP,9,
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 891,2017-08-30,600,4,MITCH DAVIES,JANICE DEVRIES,BC NDP,1,2017-09-15
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 891,2017-08-30,900,4,MITCH DAVIES,JANICE DEVRIES,BC NDP,9,
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES WESTERN CANADIAN OFFICE,2017-09-20,325,4,MITCH DAVIES,MARCUS HANDMAN,BC NDP,1,2017-09-22
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,2017-03-30,1000,4,HAROLD SCHAITBERGER,EDWARD KELLY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2017-03-03,1000,4,LARRY THOMAS ,MIKE MCNAMARA ,BC NDP,1,2017-03-05
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2017-03-31,600,4,LARRY THOMAS ,MIKE MCNAMARA ,BC NDP,1,2017-03-05
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2017-04-10,1000,4,LARRY THOMAS ,MIKE MCNAMARA ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2017-04-20,1000,4,LARRY THOMAS ,MIKE MCNAMARA ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2017-05-04,1000,4,LARRY THOMAS ,MIKE MCNAMARA ,BC NDP,1,2017-05-02
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2017-08-30,600,4,LARRY THOMAS ,MIKE MCNAMARA ,BC NDP,1,2017-09-15
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2017-09-28,500,4,LARRY THOMAS ,MIKE MCNAMARA ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1286 RICHMOND,2017-05-05,1000,4,JIM DICKSON,CORY PARKER,BC NDP,9,
GRAIN WORKERS UNION LOCAL 333,2017-09-19,5000,4,GERRY GAULT,LIZ AVERY,BC NDP,9,
FRASER VALLEY LABOUR COUNCIL,2017-02-15,1000,4,BRIAN HARDER ,PAMELA WILLINGSHOFER ,BC NDP,9,
FRASER VALLEY LABOUR COUNCIL,2017-02-15,1000,4,BRIAN HARDER ,PAMELA WILLINGSHOFER ,BC NDP,9,
FRASER VALLEY LABOUR COUNCIL,2017-04-30,750,4,BRIAN HARDER ,PAMELA WILLINGSHOFER ,BC NDP,9,
FRASER VALLEY LABOUR COUNCIL,2017-04-30,750,4,BRIAN HARDER ,PAMELA WILLINGSHOFER ,BC NDP,9,
FRASER VALLEY LABOUR COUNCIL,2017-04-30,750,4,BRIAN HARDER ,PAMELA WILLINGSHOFER ,BC NDP,9,
