CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
DR FRANCIS LACOUVEE INC,2016-10-11,300,2,FRANCIS LACOUVEE,,BC UNITED,,
DR HAROLD P YACYSHYN INC,2016-07-25,1000,2,HAROLD YACYSHYN,,BC UNITED,,
DR K BRIAR SEXTON INC,2016-01-01,1750,2,BRIAR SEXTON,,BC UNITED,,
DR K BRIAR SEXTON INC,2016-12-31,2520,2,BRIAR SEXTON,,BC UNITED,,
DR MOIRA STILWELL INC,2016-06-17,1100,2,,,BC UNITED,,
DR WAYNE SMITH INC,2016-02-26,600,2,WAYNE SMITH,,BC UNITED,,
DREWCO INVESTMENTS LTD,2016-07-06,300,2,,,BC UNITED,,
DREWRY ELECTRICAL LTD,2016-02-26,500,2,,,BC UNITED,,
DRIFTER ENTERPRISES LTD,2016-06-30,6000,2,KEVIN MAHON,,BC UNITED,,
DRS ENERGY SERVICES INC,2016-11-15,250,2,,,BC UNITED,,
DRS ENERGY SERVICES INC,2016-06-03,500,2,,,BC UNITED,,
DUECK AUTO GROUP LTD,2016-11-09,1000,2,MORAY KEITH,GREGORY KEITH,BC UNITED,,
DUECK AUTO GROUP LTD,2016-01-31,2800,2,MORAY KEITH,GREGORY KEITH,BC UNITED,,
DUECK GM LTD,2016-04-15,1500,2,MORAY B KEITH,,BC UNITED,,
DUECK ON MARINE LTD,2016-10-31,980,2,MORAY KEITH,,BC UNITED,,
DUECK ON MARINE LTD,2016-07-19,1000,2,MORAY KEITH,,BC UNITED,,
DUFFYS DOORS,2016-06-03,400,2,,,BC UNITED,,
DUNCAN LIQUOR PLUS LTD,2016-01-29,1250,2,,,BC UNITED,,
DUNKLEY LUMBER LTD,2016-06-30,500,2,HENRY NOVAK,,BC UNITED,,
DUNKLEY LUMBER LTD,2016-05-31,1000,2,HENRY NOVAK,,BC UNITED,,
DUNKLEY LUMBER LTD,2016-04-01,1800,2,HENRY NOVAK,,BC UNITED,,
EAGLE PASS HELISKI LTD,2016-09-22,5560,2,,,BC UNITED,,
EAGLE PLAINS RESOURCES LTD,2016-06-17,500,2,,,BC UNITED,,
EAGLE VALLEY LODGE,2016-09-22,687.5,2,RENE ST ONGE,,BC UNITED,,
EAGLE VALLEY SNOWMOBILE,2016-09-22,687.5,2,,,BC UNITED,,
EARLS HEAD OFFICE CANADIAN INC,2016-11-15,7500,2,STAN FULLER,,BC UNITED,,
EARNSCLIFFE STRATEGY GROUP INC,2016-03-31,125,2,BRUCE YOUNG,BRUCE YOUNG,BC UNITED,,
EARNSCLIFFE STRATEGY GROUP INC,2016-04-30,150,2,BRUCE YOUNG,BRUCE YOUNG,BC UNITED,,
EARNSCLIFFE STRATEGY GROUP INC,2016-01-31,350,2,BRUCE YOUNG,BRUCE YOUNG,BC UNITED,,
EARNSCLIFFE STRATEGY GROUP INC,2016-04-15,400,2,BRUCE YOUNG,BRUCE YOUNG,BC UNITED,,
EARNSCLIFFE STRATEGY GROUP INC,2016-02-29,500,2,BRUCE YOUNG,BRUCE YOUNG,BC UNITED,,
EARNSCLIFFE STRATEGY GROUP INC,2016-03-31,1000,2,BRUCE YOUNG,BRUCE YOUNG,BC UNITED,,
EARNSCLIFFE STRATEGY GROUP INC,2016-01-01,1250,2,BRUCE YOUNG,BRUCE YOUNG,BC UNITED,,
EARNSCLIFFE STRATEGY GROUP INC,2016-05-06,2500,2,BRUCE YOUNG,BRUCE YOUNG,BC UNITED,,
EARNSCLIFFE STRATEGY GROUP INC,2016-06-30,4000,2,BRUCE YOUNG,BRUCE YOUNG,BC UNITED,,
EARNSCLIFFE STRATEGY GROUP INC,2016-04-15,4500,2,BRUCE YOUNG,BRUCE YOUNG,BC UNITED,,
EAST KOOTENAY REALTY LTD,2016-06-17,1500,2,,,BC UNITED,,
ECOASIS DEVELOPMENTS LLP,2016-02-29,1000,2,DAN MATTHEWS,BOB FLITTON,BC UNITED,,
ECOASIS DEVELOPMENTS LLP,2016-02-26,2500,2,DAN MATTHEWS,BOB FLITTON,BC UNITED,,
ECOPAVE SYSTEMS INC,2016-05-31,2000,2,,,BC UNITED,,
ECORA ENGINEERING & RESOURCE GROUP LTD,2016-05-31,450,2,,,BC UNITED,,
ECORA ENGINEERING & RESOURCE GROUP LTD,2016-05-06,3500,2,,,BC UNITED,,
ECOTEX HEALTHCARE LINEN SERVICE INC,2016-02-03,7500,2,RANDY BARTSCH,KENNETH B HALLAT,BC UNITED,,
ECOTEX HEALTHCARE LINEN SERVICE INC,2016-02-29,10000,2,RANDY BARTSCH,KENNETH B HALLAT,BC UNITED,,
EDGE FISHING COMPANY LTD,2016-06-03,100,2,,,BC UNITED,,
EDGE FISHING COMPANY LTD,2016-11-21,100,2,,,BC UNITED,,
EDGE FISHING COMPANY LTD,2016-12-31,100,2,,,BC UNITED,,
EDGEPRO SPORTS ENTERTAINMENT,2016-07-04,275,2,ANDY BEESLEY,,BC UNITED,,
EDGEPRO SPORTS ENTERTAINMENT,2016-04-22,1500,2,ANDY BEESLEY,,BC UNITED,,
EDGEWATER HOLDING LTD,2016-04-28,900,2,,,BC UNITED,,
ELECTRIC POWER EQUIPMENT (1986) LTD,2016-06-10,350,2,ROY BARTHOLOMEW,,BC UNITED,,
ELEMENTS CASINO,2016-03-18,1775,2,,,BC UNITED,,
ELISE REES CHARTERED ACCOUNTANT INC,2016-01-01,1000,2,ELISE REES,,BC UNITED,,
ELKSTREAM DEVELOPMENTS LTD,2016-10-11,600,2,,,BC UNITED,,
EMCO INVESTMENTS LTD,2016-03-11,1000,2,,,BC UNITED,,
EMCON SERVICES INC,2016-07-13,200,2,,,BC UNITED,,
EMCON SERVICES INC,2016-07-13,500,2,,,BC UNITED,,
EMCON SERVICES INC,2016-06-17,1000,2,,,BC UNITED,,
EMERSON REAL ESTATE GROUP INC,2016-11-03,250,2,RON EMERSON,,BC UNITED,,
EMERSON REAL ESTATE GROUP INC,2016-11-03,300,2,RON EMERSON,,BC UNITED,,
EMERSON REAL ESTATE GROUP INC,2016-02-26,500,2,RON EMERSON,,BC UNITED,,
EMERSON REAL ESTATE GROUP INC,2016-02-12,1000,2,RON EMERSON,,BC UNITED,,
EMERSON REAL ESTATE GROUP INC,2016-09-30,1000,2,RON EMERSON,,BC UNITED,,
EMERSON REAL ESTATE GROUP INC,2016-10-21,1000,2,RON EMERSON,,BC UNITED,,
EMERSON REAL ESTATE GROUP INC,2016-11-15,1000,2,RON EMERSON,,BC UNITED,,
EMERSON REAL ESTATE GROUP INC,2016-02-12,1250,2,RON EMERSON,,BC UNITED,,
EMIL ANDERSON CONSTRUCTION CO LTD,2016-03-31,1000,2,ROBERT J HASELL,,BC UNITED,,
EMIL ANDERSON CONSTRUCTION CO LTD,2016-11-15,1000,2,ROBERT J HASELL,,BC UNITED,,
EMIL ANDERSON CONSTRUCTION CO LTD,2016-08-12,4000,2,ROBERT J HASELL,,BC UNITED,,
ENBRIDGE NORTHERN GATEWAY PIPELINES INC,2016-10-31,1800,2,JOHN CARRUTHERS,,BC UNITED,,
ENBRIDGE NORTHERN GATEWAY PIPELINES INC,2016-10-31,1800,2,JOHN CARRUTHERS,,BC UNITED,,
ENBRIDGE NORTHERN GATEWAY PIPELINES INC,2016-05-13,2000,2,JOHN CARRUTHERS,,BC UNITED,,
ENBRIDGE NORTHERN GATEWAY PIPELINES INC,2016-10-11,2000,2,JOHN CARRUTHERS,,BC UNITED,,
ENBRIDGE PIPELINES INC,2016-09-16,100,2,,,BC UNITED,,
ENBRIDGE PIPELINES INC,2016-08-29,200,2,,,BC UNITED,,
ENBRIDGE PIPELINES INC,2016-08-29,200,2,,,BC UNITED,,
HOLMES FINANCIAL CORP,2017-05-15,400,2,,,CHRISTIAN HERITAGE PARTY OF B.C.,,
ACLAND FARMS LTD,2016-01-11,1150,2,,,BC GREEN PARTY,,
BAYFIELD MORTGAGE,2016-07-16,700,2,,,BC GREEN PARTY,,
CANREAL MANAGEMENT CORP,2016-04-26,2000,2,,,BC GREEN PARTY,,
MARKET ASSIST COMMUNICATIONS INC,2016-01-01,40,2,,,BC GREEN PARTY,,
MARKET ASSIST COMMUNICATIONS INC,2016-02-01,40,2,,,BC GREEN PARTY,,
MARKET ASSIST COMMUNICATIONS INC,2016-03-01,40,2,,,BC GREEN PARTY,,
MARKET ASSIST COMMUNICATIONS INC,2016-04-01,40,2,,,BC GREEN PARTY,,
MARKET ASSIST COMMUNICATIONS INC,2016-05-01,40,2,,,BC GREEN PARTY,,
MARKET ASSIST COMMUNICATIONS INC,2016-06-01,40,2,,,BC GREEN PARTY,,
MARKET ASSIST COMMUNICATIONS INC,2016-07-01,40,2,,,BC GREEN PARTY,,
MARKET ASSIST COMMUNICATIONS INC,2016-08-01,40,2,,,BC GREEN PARTY,,
MARKET ASSIST COMMUNICATIONS INC,2016-09-01,40,2,,,BC GREEN PARTY,,
MARKET ASSIST COMMUNICATIONS INC,2016-10-01,40,2,,,BC GREEN PARTY,,
PFIZER CANADA,2016-06-06,500,2,,,BC GREEN PARTY,,
AMENIDA SENIORS' COMMUNITY LTD,2016-11-14,1000,2,,,BC NDP,,
AMENIDA SENIORS' COMMUNITY LTD,2016-12-09,1000,2,,,BC NDP,,
AMULETA,2016-09-14,395,2,,,BC NDP,,
ARIES CONSTRUCTION MANAGEMENT (2014) LTD,2016-02-24,150,2,,,CONSERVATIVE BC,,
ARIES CONSTRUCTION MANAGEMENT (2014) LTD,2016-02-24,350,2,,,CONSERVATIVE BC,,
0739393 BC LTD DBA RICKY'S ALL DAY GRILL,2016-04-27,500,2,MICHAEL BAINS,SHEILA BAINS,BC NDP,,
0744625 BC LTD,2016-12-31,5000,2,NEIL CHRYSTAL,ROBERT BRUNO,BC NDP,,
0748099 BC LTD,2016-10-31,500,2,PARMJIT SIDHU,SOLE OWNER,BC NDP,,
0841013 BC LTD,2016-10-24,1000,2,JEE CHEN MA,SOLE OWNER,BC NDP,,
1005255 BC LTD,2016-09-20,1000,2,BAHADAR SANDHU,SOLE OWNER,BC NDP,,
1040332 BC LTD,2016-10-03,25000,2,LOWELL MONKHOUSE,SOLE OWNER,BC NDP,,
1040332 BC LTD,2016-11-07,5000,2,LOWELL MONKHOUSE,SOLE OWNER,BC NDP,,
1040332 BC LTD,2016-11-07,5000,2,LOWELL MONKHOUSE,SOLE OWNER,BC NDP,,
1048702 BC LTD,2016-04-05,4000,2,BRAD STAPLES,SOLE OWNER,BC NDP,,
636167 BC LTD,2016-10-13,2500,2,HARINDER THIND,SOLE OWNER,BC NDP,,
683563 BC LTD,2016-11-18,500,2,TEJBIR KANG,AMARJIT GILL,BC NDP,,
7 STAR SECURITY SERVICES INC,2016-08-09,500,2,,,BC NDP,,
70TH AVE HOLDINGS GP INC,2016-04-08,5000,2,,,BC NDP,,
AA PROPERTY MANAGEMENT LTD,2016-09-23,375,2,,,BC NDP,,
AAA AUTO COLLISION INC,2016-10-13,1200,2,,,BC NDP,,
AAA AUTO COLLISION INC,2016-10-31,1000,2,,,BC NDP,,
ACE DOORS (2010) LTD,2016-10-06,500,2,,,BC NDP,,
ADERA DEVELOPMENT CORP,2016-04-13,2000,2,,,BC NDP,,
AEOLIS WIND POWER CORP,2016-09-06,395,2,,,BC NDP,,
ALLEVATO QUAIL & WORTH,2016-02-02,100,2,,,BC NDP,,
ALLEVATO QUAIL & WORTH,2016-10-21,790,2,,,BC NDP,,
0883467 BC LTD,2017-02-06,500,2,JODIE EMERY,,BC MARIJUANA PARTY,,
C3 ALLIANCE,2016-06-30,500,2,,,BC UNITED,,
C3 ALLIANCE,2016-02-03,250,2,,,BC UNITED,,
MICHAEL J LOW LAW CORP,2017-03-28,1000,2,,,BC UNITED,,
MID-HOLDINGS LTD,2017-05-06,1150,2,,,BC UNITED,,
ESTRELLA GROUP MANAGEMENT LTD,2017-06-26,1150,2,RON N. STERN,,BC UNITED,,
EVENTIUM FOOD SERVICES LTD,2017-03-25,1150,2,,,BC UNITED,,
EVERGREEN INDUSTRIES LTD,2017-03-25,833.33,2,,,BC UNITED,,
EXCEL INDUSTRIES LTD,2017-05-30,2000,2,ENZO LIZZI,,BC UNITED,,
EXCELSIOR HOMES LTD,2017-06-26,2000,2,,,BC UNITED,,
EXETER FOREST & MARINE SALES LTD,2017-05-09,500,2,,,BC UNITED,,
EXPRESS MANAGEMENT LTD,2017-05-09,1000,2,,,BC UNITED,,
EYFORD LAW CORP,2017-04-14,1000,2,,,BC UNITED,,
EYFORD LAW CORP,2017-04-29,1000,2,,,BC UNITED,,
"F.L.C. ERVIN, MD INC",2017-02-10,300,2,FRANCIS ERVIN,,BC UNITED,,
FAB-RITE SERVICES LTD,2017-05-09,500,2,,,BC UNITED,,
FACTORY TILE DEPOT LTD,2017-05-04,500,2,,,BC UNITED,,
FAIR DEAL CARPETS LTD,2017-05-04,1000,2,,,BC UNITED,,
FAIRBORNE HOMES LTD,2017-06-23,25000,2,CHRISTOPHER PHILPS,,BC UNITED,,
FAITH HOPE INVESTMENTS CORP,2017-05-06,15000,2,,,BC UNITED,,
FALCON CONTRACTING LTD,2017-05-05,2000,2,,,BC UNITED,,
FALCON CONTRACTING LTD,2017-05-05,2000,2,,,BC UNITED,,
FALCON EQUIPMENT LTD,2017-04-03,5000,2,,,BC UNITED,,
FALCON HOMES LTD,2017-04-21,1000,2,DENISE GUNN,,BC UNITED,,
FALCON HOMES LTD,2017-04-30,1000,2,DENISE GUNN,,BC UNITED,,
FALCON REFRIGERATION AND AIR CONDITIONING LTD,2017-06-30,250,2,SCOTT TATTERSALL,,BC UNITED,,
FALCON REFRIGERATION AND AIR CONDITIONING LTD,2017-09-30,25,2,SCOTT TATTERSALL,,BC UNITED,,
FANNY BAY OYSTERS LTD,2017-04-21,2500,2,,,BC UNITED,,
FANNY BAY OYSTERS LTD,2017-05-05,1500,2,,,BC UNITED,,
FARRELL ESTATES LTD,2017-05-05,1000,2,,,BC UNITED,,
HOLBROOK DYSON LOGGING LTD,2017-05-09,1000,2,,,BC UNITED,,
HOLIDAY TRAILS RESORTS (WESTERN) INC,2017-03-24,1000,2,KEVIN J. DEMERS,,BC UNITED,,
HOLLAND IMPORTS INC,2017-04-28,500,2,MOHAMED PUJANI,,BC UNITED,,
HOME HARDWARE,2017-05-09,1412.8,2,,,BC UNITED,,
HOME HARDWARE STORES LTD,2017-03-03,300,2,,,BC UNITED,,
HOME LUMBER & BUILDING SUPPLIES,2017-05-09,2278,2,,,BC UNITED,,
HORIZON CONSTRUCTION MANAGEMENT LTD,2017-05-12,2000,2,,,BC UNITED,,
HORIZON CONSTRUCTION MANAGEMENT LTD,2017-05-12,7500,2,,,BC UNITED,,
HORIZON REALTY LTD,2017-11-21,750,2,,,BC UNITED,,
HORIZON REALTY LTD,2017-11-21,750,2,,,BC UNITED,,
HORTON VENTURES INC,2017-03-28,1000,2,,,BC UNITED,,
HOULE ELECTRIC LTD,2017-05-09,800,2,ROBERT LASHIN,,BC UNITED,,
HUAMEI HOLDINGS LTD,2017-04-21,5000,2,,,BC UNITED,,
HUAMULAN DEVELOPMENTS INC,2017-06-06,93000,2,,,BC UNITED,,
HUB CITY PAVING LTD,2017-04-21,600,2,,,BC UNITED,,
HUB INTERNATIONAL LTD,2017-04-14,1000,2,,,BC UNITED,,
HUB INTERNATIONAL LTD,2017-07-25,7500,2,,,BC UNITED,,
HUBER BANNISTER CHEVROLET LTD,2017-04-28,1000,2,,,BC UNITED,,
HULL'S BUSINESS PARK INC,2017-04-13,1000,2,,,BC UNITED,,
HUNBIN HOLDINGS LTD,2017-11-29,1500,2,,,BC UNITED,9,
HUNTER MCLEOD REALTY CORP,2017-01-13,225,2,RICHARD M. ANDERSON,,BC UNITED,,
HUNTER MCLEOD REALTY CORP,2017-04-03,1000,2,RICHARD M. ANDERSON,,BC UNITED,,
HUNTERHORN HOLDINGS LTD,2017-06-23,7500,2,,,BC UNITED,,
HUNTINGTON PROPERTIES INC,2017-05-06,10000,2,ANDREW GRANT,,BC UNITED,,
HUSBY FOREST PRODUCTS LTD,2017-05-30,10000,2,DAVE HUSBY,,BC UNITED,,
I G IMAGE GROUP INC,2017-01-01,300,2,LAURA HANSEN,,BC UNITED,,
KASIAN ARCHITECTURE INTERIOR DESIGN AND PLANNING LTD,2017-04-29,5000,2,DON KASIAN,,BC UNITED,,
KASIAN ARCHITECTURE INTERIOR DESIGN AND PLANNING LTD,2017-05-30,7500,2,DON KASIAN,,BC UNITED,,
KBSC FUTURES LTD,2017-04-28,500,2,,,BC UNITED,,
KCB INDUSTRIES LTD-DBA BRIDGE INTERIORS,2017-05-09,1000,2,,,BC UNITED,,
KEBET HOLDINGS LTD,2017-06-23,25000,2,KEITH BEEDIE,RYAN BEEDIE,BC UNITED,,
KEBET HOLDINGS LTD,2017-06-23,25000,2,KEITH BEEDIE,RYAN BEEDIE,BC UNITED,,
KEBET HOLDINGS LTD,2017-06-26,50000,2,KEITH BEEDIE,RYAN BEEDIE,BC UNITED,,
MIDAS GOLD CORP,2017-05-09,1000,2,DARREN MORGANS,,BC UNITED,,
MIDDLETON PETROLEUM SERVICE LTD,2017-04-29,500,2,MARGOT MIDDLETON,,BC UNITED,,
MIKE BUTTLE SERVICES LTD,2017-03-28,2500,2,,,BC UNITED,,
MIKE GEDDES PERSONAL REAL ESTATE CORP,2017-11-29,1500,2,MIKE GEDDES,,BC UNITED,9,
MIKE'S TECHNOLOGY CORP DBA MIKE'S COMPUTER SHOP,2017-05-30,352.22,2,,,BC UNITED,,
MILL & TIMBER PRODUCTS LTD,2017-05-05,2000,2,BRUCE GIBSON,DAVID GRAY,BC UNITED,,
MILL & TIMBER PRODUCTS LTD,2017-05-09,350,2,BRUCE GIBSON,DAVID GRAY,BC UNITED,,
MILL & TIMBER PRODUCTS LTD,2017-10-18,1000,2,BRUCE GIBSON,DAVID GRAY,BC UNITED,,
MILLENNIAL HOMES LTD,2017-05-09,1050,2,,,BC UNITED,,
MILNER GROUP VENTURES INC,2017-05-09,3100,2,,,BC UNITED,,
MILNER GROUP VENTURES INC,2017-05-30,500,2,,,BC UNITED,,
MIRACLE TREE GROUP (ENTERPRISE) INC,2017-05-05,1500,2,,,BC UNITED,,
MISSION GROUP ENTERPRISES LTD,2017-03-09,5000,2,RANDALL SHIER,,BC UNITED,,
MISTY MOUNTAIN INDUSTRIES LTD,2017-06-26,1000,2,,,BC UNITED,,
MJB MANAGEMENT CORP,2017-04-14,2000,2,FREDERICK JENSEN,RICHARD JENSEN,BC UNITED,,
MJB TECHNOLOGY SOLUTIONS LTD,2017-05-30,1000,2,,,BC UNITED,,
MJY HOLDINGS LTD,2017-09-25,1000,2,MIKE YAWNEY,,BC UNITED,,
FELIX FARMS LTD,2017-05-09,1000,2,,,BC UNITED,,
FERGUS CREEK HOMES LTD,2017-04-09,2500,2,JASMOHAN SINGH,IQBAL GREWAL,BC UNITED,,
FERGUS CREEK HOMES LTD,2017-04-28,5000,2,JASMOHAN SINGH,IQBAL GREWAL,BC UNITED,,
FIBRECO EXPORT INC,2017-02-24,2000,2,KERRY LIGE,GREG GARDNER,BC UNITED,,
FIBRECO EXPORT INC,2017-03-25,2500,2,KERRY LIGE,GREG GARDNER,BC UNITED,,
FIBRECO EXPORT INC,2017-03-28,2500,2,KERRY LIGE,GREG GARDNER,BC UNITED,,
FIBRECO EXPORT INC,2017-05-06,3000,2,KERRY LIGE,GREG GARDNER,BC UNITED,,
FIBRETECH DISTRIBUTORS INC,2017-04-09,1000,2,,,BC UNITED,,
FIELD & MARTEN ASSOCIATES INC,2017-02-01,2500,2,ART REITMAYER,MARTEN VAN HUIZEN,BC UNITED,,
FINCA CAPITAL CORP,2017-04-28,500,2,,,BC UNITED,,
FINGER FOOD STUDIOS INC,2017-03-28,2500,2,RYAN PETERSON,,BC UNITED,,
FINGER FOOD STUDIOS INC,2017-04-21,2000,2,RYAN PETERSON,,BC UNITED,,
FINGER FOOD STUDIOS INC,2017-04-28,2000,2,RYAN PETERSON,,BC UNITED,,
FINNING CANADA INC,2017-03-04,1000,2,HILARY ANAKA,WAYNE WOOD,BC UNITED,,
FINNING CANADA INC,2017-03-25,20000,2,HILARY ANAKA,,BC UNITED,,
FIORENTINO BROS CONTRACTING LTD,2017-05-09,1000,2,,,BC UNITED,,
FIREWORK PRODUCTIONS LTD,2017-11-15,980,2,,,BC UNITED,,
FIRST ONSITE INSULATION INC,2017-03-09,1250,2,,,BC UNITED,,
FIRST VICTORIA INVESTMENTS LTD,2017-03-28,500,2,,,BC UNITED,,
FISGARD ASSET MANAGEMENT CORP INC,2017-03-25,1500,2,,,BC UNITED,,
ICON HOLDINGS INC,2017-05-30,2500,2,,,BC UNITED,,
ICON WEST CONSTRUCTION CORP,2017-06-06,2500,2,,,BC UNITED,,
IDEAL MC ENTERPRISES LTD,2017-04-09,300,2,,,BC UNITED,,
IDEAL WELDERS LTD,2017-03-28,1200,2,,,BC UNITED,,
IMAGE GROUP INC,2017-01-13,450,2,LAURA HANSEN,,BC UNITED,,
IMPERIAL METALS CORP INC,2017-05-09,9000,2,PIERRE LEBEL,LARRY MOELLER,BC UNITED,,
IMPERIAL METALS CORP INC,2017-06-06,10900,2,PIERRE LEBEL,LARRY MOELLER,BC UNITED,,
IN RE CAPITAL INC,2017-05-12,10000,2,,,BC UNITED,,
IN RE CAPITAL INC,2017-06-26,1500,2,,,BC UNITED,,
INDEL INDUSTRIES LTD,2017-04-28,2000,2,,,BC UNITED,,
INDEL INDUSTRIES LTD,2017-05-09,2000,2,,,BC UNITED,,
KEGC HOLDINGS LTD,2017-05-05,1000,2,,,BC UNITED,,
KEIJ ENTERPRISES LTD,2017-05-09,500,2,,,BC UNITED,,
KEITH ANDERSEN HOLDINGS LTD,2017-04-09,5000,2,,,BC UNITED,,
KEITH BERGNER LAW CORP,2017-04-09,1000,2,,,BC UNITED,,
KELLY O'BRYAN'S,2017-09-15,1500,2,,,BC UNITED,,
KELOWNA AUTOSPORT LTD,2017-11-29,500,2,,,BC UNITED,9,
KELOWNA FORD LINCOLN SALES LTD,2017-05-30,1150,2,,,BC UNITED,,
KELOWNA HYUNDAI,2017-05-30,1150,2,,,BC UNITED,,
KELOWNA LAKE CITY CASINO,2017-09-15,1200,2,,,BC UNITED,,
KELOWNA MERCEDES-BENZ DBA 435809 BC LTD,2017-04-29,1150,2,,,BC UNITED,,
KELOWNA MOTORS LTD,2017-05-30,1150,2,,,BC UNITED,,
KELOWNA READY-MIX INC,2017-11-21,5000,2,,,BC UNITED,,
KELOWNA TOYOTA LTD,2017-05-30,1150,2,JACK KOFOED,,BC UNITED,,
KELSON INVESTMENTS LTD,2017-05-05,10000,2,,,BC UNITED,,
KEMP CONCRETE PRODUCTS LTD,2017-06-26,5000,2,PAT HALOWSKI,,BC UNITED,,
KENECO CANADA LTD,2017-03-28,100,2,BENSON LEE,,BC UNITED,,
KENECO CANADA LTD,2017-03-28,4900,2,BENSON LEE,,BC UNITED,,
MOLSON COORS CANADA INC,2017-02-24,700,2,JEFF GAULIN,AMIR REMTULLA,BC UNITED,,
MOLSON COORS CANADA INC,2017-03-17,1000,2,JEFF GAULIN,AMIR REMTULLA,BC UNITED,,
MOLSON COORS CANADA INC,2017-04-28,5000,2,JEFF GAULIN,AMIR REMTULLA,BC UNITED,,
MONARK MEDIA VENTURES LTD,2017-04-21,5000,2,,,BC UNITED,,
MONASHEE MANUFACTURING CORP LTD,2017-06-26,500,2,,,BC UNITED,,
MONROE CATTLE CO,2017-04-14,380,2,MIKE MONROE,,BC UNITED,,
MOON SHADOWS HOSPITALITY INC,2017-04-21,300,2,,,BC UNITED,,
MORFCO SUPPLIES LTD,2017-03-03,1200,2,ROBERT MORPHY,,BC UNITED,,
MORGAN CONSTRUCTION AND ENVIRONMENTAL LTD,2017-06-06,1000,2,,,BC UNITED,,
MORGAN CREEK CORPORATE CENTRE INC,2017-04-03,500,2,,,BC UNITED,,
MORNINGSTAR HOMES LTD,2017-03-25,25000,2,,,BC UNITED,,
MOUNCE CONSTRUCTION LTD,2017-05-12,1000,2,,,BC UNITED,,
MOUNT POLLEY MINING CORP,2017-05-05,2500,2,PIERRE LEBEL (CHAIRMAN),J. BRIAN KYNOCH (PRESIDENT),BC UNITED,,
MOUNT POLLEY MINING CORP,2017-05-09,2500,2,PIERRE LEBEL (CHAIRMAN),J. BRIAN KYNOCH (PRESIDENT),BC UNITED,,
MOUNTAIN ENTERPRISES LTD,2017-05-09,2000,2,,,BC UNITED,,
MPG MANAGEMENT LTD,2017-05-30,500,2,,,BC UNITED,,
MRBG CHOPRA ENTERPRISES LTD,2017-04-21,500,2,,,BC UNITED,,
MSB FARM LTD,2017-06-06,500,2,BALBIR MAHIL (SOLE PROPRIETOR),,BC UNITED,,
MSL TRADING CORP,2017-04-21,1000,2,,,BC UNITED,,
MULTI-POWER PRODUCTS LTD,2017-03-09,200,2,TOM ULM,,BC UNITED,,
MULTI-POWER PRODUCTS LTD,2017-09-25,200,2,TOM ULM,,BC UNITED,,
FLAG AUTOMOTIVE SALES & LEASE LTD,2017-03-28,1000,2,,,BC UNITED,,
FMI BRANDS INC,2017-03-25,1000,2,,,BC UNITED,,
FOLKESTONE PROPERTIES LTD,2017-05-04,10000,2,MICHAEL AUDAIN,,BC UNITED,,
FORBES INDUSTRIAL CONTRACTORS LTD,2017-08-03,400,2,,,BC UNITED,,
FORMULA CONTRACTORS BC LTD,2017-06-06,500,2,,,BC UNITED,,
FORT ROYAL PHARMACY INC,2017-03-28,500,2,,,BC UNITED,,
FORT ST. JOHN KING RESTAURANT CO LTD,2017-06-26,1000,2,,,BC UNITED,,
FORTISBC ENERGY INC,2017-01-13,750,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-01-13,1500,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-01-20,2500,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-01-25,5000,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-01-27,150,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-01-27,1200,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-02-03,1500,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-02-24,300,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-03-03,150,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-03-24,500,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-07-31,150,2,DAVID BENNETT,,BC UNITED,,
FORTISBC ENERGY INC,2017-07-31,1000,2,DAVID BENNETT,,BC UNITED,,
FORTISBC INC,2017-02-03,750,2,VANESSA CONNOLLY,,BC UNITED,,
FORTISBC INC,2017-03-03,5000,2,VANESSA CONNOLLY,,BC UNITED,,
FORTISBC INC,2017-04-07,200,2,VANESSA CONNOLLY,,BC UNITED,,
FORTISBC INC,2017-04-07,600,2,VANESSA CONNOLLY,,BC UNITED,,
FORTISBC INC,2017-04-08,450,2,VANESSA CONNOLLY,,BC UNITED,,
FOXRIDGE HOMES (A DIVISION OF QUALICO DEVELOPMENTS INC),2017-03-09,5000,2,,,BC UNITED,,
FR RENTALS LTD,2017-05-09,500,2,,,BC UNITED,,
"FRANCIS C.H. LAW, MD INC",2017-03-25,5000,2,,,BC UNITED,,
INDEPENDENT MARKETING CANADA LTD,2017-04-21,300,2,,,BC UNITED,,
INDIGO EDUCATION CONSULTING SERVICE LTD,2017-04-03,300,2,,,BC UNITED,,
